Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1928,2025.7.1 0:45,Etching,WAF78363,72.46234328,68.22072866,360.7645086,495.1794113,1469.34781,0.394679833,3.03881196,-0.001119591,148.1929128,317,0,Joining
P1803,2025.7.1 4:19,Deposition,WAF41516,73.17678973,48.60629692,307.10847,534.2335903,1635.709347,0.467379908,2.038968225,0.007958464,102.38239,148,0,Joining
P1649,2025.7.1 2:33,Lithography,WAF93557,78.87615364,44.09956629,332.5220213,593.2297388,1282.795323,0.459821098,2.274077434,0.008163397,147.8259504,196,1,Non-Joining
P1109,2025.7.1 7:48,Lithography,WAF40396,74.12235969,45.4717537,469.0307245,521.1140595,1532.172049,0.50155843,2.133870162,0.014272355,93.36865702,216,0,Joining
P1635,2025.7.1 0:29,Etching,WAF61712,72.27172303,41.45490522,340.5395642,562.6448171,1560.546606,0.612752329,0.261229191,0.013381525,130.258673,623,0,Joining
P1044,2025.7.1 4:25,Lithography,WAF38517,76.51846297,58.29116284,309.8332663,482.1476382,1496.763362,0.57185389,1.719767637,0.020677836,118.796468,897,0,Joining
P1229,2025.7.1 0:22,Deposition,WAF10863,76.33088933,69.60691436,275.3160921,454.643044,1287.947036,0.585658233,2.377293509,0.005653002,122.2849271,862,0,Joining
P1951,2025.7.1 6:20,Deposition,WAF20555,68.33283927,44.55840482,359.9441257,421.9541317,1115.597147,0.469234648,0.876855581,0.00707331,110.9031985,169,0,Joining
P1103,2025.7.1 3:24,Deposition,WAF12966,80.43457809,65.33845105,272.2593684,283.9562011,1463.491188,0.515692589,2.805207351,0.00827739,122.2700382,640,0,Joining
P1693,2025.7.1 5:06,Lithography,WAF66473,75.59531039,52.44634421,264.7988313,361.7325295,1728.691202,0.578501619,3.201802975,0.010690956,134.4859059,665,0,Joining
P1466,2025.7.1 0:00,Lithography,WAF21066,84.56089024,57.99518849,317.4137135,539.4488195,1257.981338,0.523496998,0.396944397,0.015818557,110.8216401,702,1,Non-Joining
P1914,2025.7.1 3:08,Etching,WAF28165,78.73139195,44.95407394,316.7675013,497.8689501,1577.694706,0.506048403,3.134301502,0.006437204,99.30640211,268,0,Joining
P1143,2025.7.1 7:29,Lithography,WAF37563,77.43468279,23.08800244,329.6742911,395.3159047,1543.005557,0.475186528,3.014927007,0.016358375,113.3311003,342,0,Joining
P1313,2025.7.1 3:05,Deposition,WAF35346,80.54685785,36.65490928,273.3491553,501.7641683,1320.494363,0.5184736,2.835519812,4.21E-05,102.8081805,220,0,Joining
P1210,2025.7.1 3:09,Deposition,WAF62527,64.23495281,43.12771862,260.9528326,504.0680389,1587.467183,0.569252997,1.929232669,0.009353633,117.3677975,118,0,Joining
P1105,2025.7.1 0:04,Lithography,WAF97054,69.95759286,61.24176785,312.9835508,422.9779494,1794.406251,0.513992022,1.802071521,0.00784638,141.8278763,997,0,Joining
P1894,2025.7.1 7:41,Etching,WAF70359,65.10967929,54.33066686,303.7166872,427.4320389,1497.4457,0.559625232,2.637413267,0.012704304,82.87564883,835,0,Joining
P1164,2025.7.1 3:17,Lithography,WAF88157,75.10990776,48.29233731,341.9867334,531.1250876,1492.619574,0.507645989,1.766468498,0.014106539,117.7515521,493,1,Non-Joining
P1182,2025.7.1 4:49,Etching,WAF43724,81.63750123,46.16434436,371.651631,512.5231535,1494.993435,0.558307824,0.98655172,0.005922815,121.4699235,827,0,Joining
P1162,2025.7.1 4:03,Deposition,WAF98304,75.30626355,34.12443252,371.7957675,644.3621708,1421.83147,0.440403535,1.582680408,-0.00155548,129.7848734,404,0,Joining
P1516,2025.7.1 4:00,Deposition,WAF94752,77.76004155,57.30602779,375.7766198,573.1081642,1624.989344,0.524870552,2.758681578,0.007216836,97.11481411,876,0,Joining
P1771,2025.7.1 4:03,Lithography,WAF20019,74.82519652,72.55516983,277.267791,590.8774792,1436.791131,0.582302788,2.191492934,0.002908248,121.8325933,436,0,Joining
P1384,2025.7.1 0:14,Etching,WAF42486,80.76467088,48.05107188,199.9528083,559.2963418,1417.62223,0.597906165,1.550678677,0.016632583,128.8767031,440,0,Joining
P1883,2025.7.1 6:34,Lithography,WAF58522,68.18267492,51.95195314,373.6203007,552.5658117,1364.65684,0.466208023,1.677700216,0.012369613,128.2876453,606,0,Joining
P1029,2025.7.1 6:10,Deposition,WAF27821,68.35962484,48.71482509,312.3598009,519.5915773,1726.996334,0.48632718,3.018648259,0.01048077,131.8418618,451,0,Joining
P1326,2025.7.1 4:39,Lithography,WAF98713,81.21475102,64.8847083,206.8463053,608.2710534,1231.819046,0.414011755,2.470229206,0.010297681,106.1906005,949,0,Joining
P1454,2025.7.1 2:24,Lithography,WAF66987,77.4279696,45.93292985,305.5919433,680.4714373,1323.020161,0.593972048,1.974906959,0.010664593,134.8599454,847,0,Joining
P1121,2025.7.1 5:22,Lithography,WAF65178,76.44883572,53.67128319,291.2736483,519.0588388,1601.794052,0.517246273,3.062650397,0.010139956,143.6108729,810,0,Joining
P1839,2025.7.1 2:07,Lithography,WAF44621,80.51586969,42.32596728,238.0230564,525.8957019,1498.46811,0.547961876,2.577498635,-0.001854134,147.1346061,423,0,Joining
P1896,2025.7.1 1:28,Deposition,WAF30615,69.98945448,39.92290522,287.8730466,412.7655173,1343.995428,0.472023352,2.86297206,0.015449946,125.2808703,382,0,Joining
P1935,2025.7.1 5:40,Etching,WAF28456,76.18898682,59.7218707,293.4341459,587.2174134,1804.822775,0.538773163,2.765399596,0.008050771,144.132224,481,0,Joining
P1778,2025.7.1 1:33,Etching,WAF39424,74.20679487,37.37549395,326.3288219,579.4266403,1266.689174,0.534226976,2.115942357,0.008480059,98.78131628,605,0,Joining
P1793,2025.7.1 1:39,Etching,WAF68097,77.35540202,49.46454348,200.6282348,739.640119,1099.502727,0.500326804,2.724351001,0.005202187,107.9629875,764,0,Joining
P1078,2025.7.1 8:06,Deposition,WAF90573,77.4111468,54.41322178,340.7468641,550.8554687,1685.394907,0.470742658,3.307206128,0.014018017,130.6241738,991,0,Joining
P1131,2025.7.1 8:00,Deposition,WAF23850,74.43391351,50.38691502,313.2513211,317.524544,1317.472377,0.436584637,1.778275582,0.016026208,140.6363054,208,0,Joining
P1984,2025.7.1 2:14,Lithography,WAF19432,81.56274597,57.92765144,280.9096442,498.742235,1439.426596,0.394919769,0.810930701,0.001312914,117.1823038,504,0,Joining
P1571,2025.7.1 7:26,Etching,WAF87381,83.96732462,50.51376086,222.1831325,655.3868905,1729.421987,0.459969446,2.732559094,0.016265029,118.0408668,875,0,Joining
P1119,2025.7.1 2:52,Lithography,WAF25409,75.77875954,46.23695576,336.3746143,448.7740461,1615.413031,0.583753117,2.197438625,0.016358687,126.7836383,656,0,Joining
P1849,2025.7.1 3:47,Lithography,WAF77394,73.92805534,43.39924267,313.1913389,448.6150293,1476.081169,0.502796825,3.233374176,0.007708404,102.2256266,483,0,Joining
P1634,2025.7.1 1:48,Deposition,WAF57199,67.68449374,59.07457902,297.68771,492.8161101,1533.77388,0.387322676,1.987281084,0.013727351,121.048607,832,1,Non-Joining
P1440,2025.7.1 3:42,Deposition,WAF67911,79.52074797,61.08980855,235.0518818,502.4421992,1909.731561,0.463486803,1.487903106,0.009784343,136.994693,922,0,Joining
P1048,2025.7.1 3:12,Lithography,WAF35059,67.04784871,62.43255054,298.6699511,500.9012004,1714.32821,0.564863866,3.633622422,0.011876153,143.510477,697,0,Joining
P1201,2025.7.1 6:21,Deposition,WAF93031,66.81586079,51.27543649,279.2613981,422.1198903,1407.195913,0.482035635,3.529829274,0.013610414,109.9220992,799,1,Non-Joining
P1778,2025.7.1 6:22,Etching,WAF24063,81.87028276,52.35520289,275.4981734,473.2249465,1523.691977,0.584507152,1.969324485,0.008135794,139.0825836,777,1,Non-Joining
P1108,2025.7.1 3:45,Etching,WAF36093,74.52193488,45.45177948,295.9909214,371.863217,1388.241932,0.487142532,1.737546626,0.002261497,110.8666752,776,1,Non-Joining
P1089,2025.7.1 2:05,Lithography,WAF54200,77.00215997,58.93415957,303.6776039,464.0884404,1863.35364,0.501620525,1.892214685,0.008335498,110.6835973,483,0,Joining
P1619,2025.7.1 4:01,Lithography,WAF77224,73.52617963,53.94314144,285.1392562,514.6317429,1759.548228,0.495065629,1.869958467,0.007109005,121.3627146,268,0,Joining
P1821,2025.7.1 2:24,Etching,WAF51477,75.08707124,49.35233543,339.4667386,406.7731673,1647.800989,0.529339463,1.860615319,0.021462938,130.7902548,968,1,Non-Joining
P1653,2025.7.1 6:04,Deposition,WAF38386,74.1543252,55.2611121,285.762331,597.0783884,1528.07506,0.484679997,2.156368254,0.001087306,139.8416071,997,0,Joining
P1725,2025.7.1 5:12,Deposition,WAF51348,72.27735942,64.48754116,363.139512,597.7742259,1515.851491,0.393886833,2.293473175,0.011311786,113.351591,608,0,Joining
P1686,2025.7.1 3:46,Etching,WAF73203,71.16363714,53.93136384,313.6668822,571.2897773,1551.550155,0.461551201,2.363152406,0.00694551,108.9941745,812,1,Non-Joining
P1003,2025.7.1 4:41,Lithography,WAF33952,70.35608315,45.90698112,195.2677836,516.1303916,1347.097474,0.473630684,0.903591991,0.016700609,146.8516058,838,0,Joining
P1620,2025.7.1 7:52,Deposition,WAF99680,69.54630971,42.22187212,386.3601548,510.3905144,2092.970266,0.504863558,1.081465405,0.009416222,122.7642061,192,0,Joining
P1944,2025.7.1 2:54,Etching,WAF65773,68.50598223,45.4704291,359.3794737,424.2421297,1262.278232,0.449864348,3.264150438,0.013124166,144.4250341,580,0,Joining
P1747,2025.7.1 1:03,Lithography,WAF25231,78.85925243,49.52709354,255.8860457,667.5497496,1811.727332,0.501663704,2.900979364,0.004176526,140.3820795,836,0,Joining
P1129,2025.7.1 2:37,Deposition,WAF26983,76.94923825,61.05338338,281.8922084,396.025722,1240.088163,0.463488921,2.327774755,0.007333964,119.4924556,579,1,Non-Joining
P1820,2025.7.1 6:53,Lithography,WAF43428,73.59780859,42.24630988,338.125829,492.965858,1428.511431,0.511519415,1.518270851,0.007910182,76.15926203,456,0,Joining
P1799,2025.7.1 2:40,Lithography,WAF22453,75.96960973,54.40884801,322.5058127,529.4554979,1580.033008,0.42683135,0.731195588,0.010209077,129.1519417,881,0,Joining
P1904,2025.7.1 8:14,Lithography,WAF36507,80.58614999,24.15872081,312.9087289,596.8275954,1713.763849,0.472725387,1.068095717,0.00751194,89.9194802,634,1,Non-Joining
P1823,2025.7.1 2:17,Etching,WAF48250,72.05653738,77.64448998,267.0361578,491.6063144,1475.480333,0.533754823,2.169070239,0.014654519,126.333205,207,1,Non-Joining
P1110,2025.7.1 5:03,Deposition,WAF41050,79.92338347,46.96177553,308.8328214,486.1862126,1359.45844,0.475868772,2.349900846,-0.004005652,137.0757608,980,0,Joining
P1057,2025.7.1 3:22,Deposition,WAF95476,75.85283013,46.16186087,347.0012948,520.2932738,1240.615109,0.469928266,0.699670702,0.012873721,129.7902468,898,0,Joining
P1784,2025.7.1 4:46,Lithography,WAF47429,82.03549645,40.01634694,336.4861575,536.536677,923.8553005,0.483104354,2.864990736,0.005019722,128.1538364,351,0,Joining
P1426,2025.7.1 2:27,Deposition,WAF98202,76.57686448,41.83506244,284.3647854,476.8791837,1675.356173,0.506040013,1.817658422,0.000548212,109.8476764,927,0,Joining
P1473,2025.7.1 4:49,Etching,WAF94565,70.71432645,44.63213529,351.1018028,482.7982339,1561.021151,0.449352766,2.338430489,0.00360809,124.2507306,944,0,Joining
P1803,2025.7.1 5:39,Etching,WAF59339,69.71347706,31.41230444,198.7867293,504.0973772,1556.044543,0.524522116,1.971196792,-0.001406708,120.7303922,713,0,Joining
P1729,2025.7.1 5:27,Etching,WAF26915,65.03967468,52.61635999,273.3741846,416.3049562,1403.171199,0.553355487,2.845416565,0.016605302,108.8564543,650,0,Joining
P1544,2025.7.1 0:35,Etching,WAF82799,79.94799665,58.62817555,288.2333681,544.2992706,1587.817779,0.39699161,2.175920305,0.005929102,130.7033267,858,0,Joining
P1911,2025.7.1 2:58,Lithography,WAF77784,61.29255285,60.91138633,271.9633999,345.030569,1539.264767,0.480584006,1.020988641,0.015666311,135.6981141,199,1,Non-Joining
P1354,2025.7.1 6:24,Deposition,WAF99352,68.15622732,61.59497954,330.2246828,472.026841,1494.73596,0.445178063,2.598684226,0.004642009,122.9597229,869,0,Joining
P1165,2025.7.1 2:05,Deposition,WAF73874,87.11553065,47.25232406,260.8153306,389.8160823,1541.941263,0.463429043,1.23496056,0.010271681,131.0368346,597,0,Joining
P1240,2025.7.1 2:30,Lithography,WAF33641,74.17019134,51.33185772,328.3161132,524.2828934,1435.465657,0.468233754,1.24187761,0.016982628,104.1012335,639,0,Joining
P1167,2025.7.1 4:51,Etching,WAF58841,78.98155041,38.71306999,288.099081,612.3975796,1688.053944,0.53361606,0.887160542,0.007502906,119.9858288,353,0,Joining
P1984,2025.7.1 7:09,Etching,WAF71276,77.74763337,54.63450769,399.7998162,565.3097605,1662.567445,0.598487191,2.077101494,0.007224363,116.7632123,916,0,Joining
P1482,2025.7.1 3:04,Lithography,WAF28312,69.48353629,48.29161974,261.704199,630.2654087,1482.604349,0.617829321,3.046749618,0.009863449,112.6565195,828,0,Joining
P1908,2025.7.1 2:29,Lithography,WAF63544,81.46204465,28.6470525,215.7964168,543.0562727,1098.953951,0.559864642,1.046553697,0.007273161,129.6320852,451,0,Joining
P1948,2025.7.1 3:32,Etching,WAF24620,82.0795532,52.79407546,331.2646221,410.0030889,1503.857218,0.497562113,1.871569273,0.001949929,139.010146,236,0,Joining
P1064,2025.7.1 2:50,Lithography,WAF82022,80.27091582,58.78772379,251.1970407,374.0065586,1361.305687,0.476905388,0.989167222,0.008290947,120.1948976,826,0,Joining
P1807,2025.7.1 6:38,Lithography,WAF92071,74.57411954,47.985081,352.3834758,299.5742101,1747.766647,0.433799302,2.533090876,0.010668131,113.1067169,301,0,Joining
P1411,2025.7.1 5:15,Lithography,WAF90096,77.9021097,43.62918822,367.2342188,499.1103232,1494.625192,0.460065534,1.664271013,0.014225032,122.9761478,460,0,Joining
P1091,2025.7.1 7:10,Lithography,WAF65485,72.7072367,44.74603548,340.7684207,508.1598369,1763.091012,0.572778191,0.696043278,0.014975326,127.6441898,912,0,Joining
P1232,2025.7.1 4:10,Deposition,WAF88156,77.2520598,53.19267521,293.0156914,464.2551753,1897.207075,0.443023624,2.043254833,0.010408711,97.69104303,251,0,Joining
P1282,2025.7.1 6:27,Etching,WAF49350,78.22692336,40.02136451,367.960235,618.6337303,1737.193262,0.552071251,1.266618251,0.001461347,103.7172371,374,0,Joining
P1917,2025.7.1 4:58,Lithography,WAF53775,75.52143161,34.77100286,195.3477822,443.7014284,1443.750171,0.534273883,1.892209918,0.014027297,122.6224764,787,0,Joining
P1795,2025.7.1 3:22,Deposition,WAF18988,81.80147496,41.66282721,455.1600638,535.8624443,1781.818698,0.402769569,2.475576741,0.01248489,94.79626124,386,0,Joining
P1725,2025.7.1 4:04,Deposition,WAF48599,76.15703176,54.64790939,290.2251183,568.5227302,1708.33848,0.496467481,2.421522052,0.007424212,140.6170293,488,0,Joining
P1547,2025.7.1 1:05,Etching,WAF84693,80.08321604,34.33734633,405.37785,626.1536984,1509.748455,0.421880707,3.840166708,0.011315315,102.8251481,186,0,Joining
P1018,2025.7.1 8:08,Etching,WAF52585,62.89891264,61.36576704,348.8476406,590.3768789,1291.547855,0.461998106,0.449658873,0.012818438,107.1298309,233,0,Joining
P1558,2025.7.1 7:36,Lithography,WAF72830,70.55211758,63.46886004,333.8028528,423.8752947,1546.244767,0.481549025,1.826073026,0.009151132,119.6184324,341,0,Joining
P1713,2025.7.1 5:57,Etching,WAF90210,69.46541473,45.11468938,204.6319267,714.8355756,1825.120156,0.558967996,2.088384168,0.008162982,149.1423112,633,0,Joining
P1761,2025.7.1 1:34,Etching,WAF13824,76.57144658,74.43202524,228.2568596,707.7321187,1507.277272,0.477407331,0.285956584,0.005219409,147.8478024,302,0,Joining
P1848,2025.7.1 6:13,Lithography,WAF34740,75.44289065,54.57833049,276.7092889,467.3506914,1636.480742,0.50771266,2.19433864,0.016242848,133.1160002,707,1,Non-Joining
P1057,2025.7.1 0:30,Lithography,WAF12064,75.94239496,54.27947441,364.3847207,600.2281802,1331.798539,0.498924243,3.259257299,0.006250199,118.3739693,201,0,Joining
P1068,2025.7.1 2:22,Deposition,WAF67184,60.02366555,50.48797378,341.9555461,488.1833253,1652.666438,0.489267067,3.327283151,0.011244275,110.0025764,824,1,Non-Joining
P1923,2025.7.1 6:50,Lithography,WAF24852,78.79040005,48.97453669,362.7922837,449.2383131,1495.065783,0.521096172,2.915642015,0.009807173,146.0154986,820,0,Joining
P1421,2025.7.1 0:19,Lithography,WAF63205,73.06457878,52.00034162,304.4280066,524.0590805,1748.241536,0.590345743,2.191631031,0.017260419,134.3151751,263,0,Joining
P1213,2025.7.1 3:41,Deposition,WAF70848,79.27594527,49.27701,327.9738418,444.8179709,1552.135439,0.531282698,0.475012105,0.010547044,113.8902836,891,0,Joining
P1278,2025.7.1 7:52,Etching,WAF26303,78.36584907,66.64646536,178.2762941,438.3902816,1732.734722,0.481253321,2.846103592,0.023486841,134.6341157,715,1,Non-Joining
P1217,2025.7.1 6:01,Lithography,WAF83390,70.12582212,31.61233968,229.1840577,518.9501743,1301.084002,0.435619378,1.669024322,0.011371221,129.2154765,990,0,Joining
P1293,2025.7.1 4:29,Deposition,WAF98340,68.12339659,43.98557539,321.3653977,577.6665017,1531.103988,0.48310935,2.837705934,0.012114098,111.4178753,424,0,Joining
P1821,2025.7.1 0:04,Etching,WAF62357,76.5563085,39.79398027,256.8879239,384.5653515,1192.756005,0.423806535,3.08117988,0.000799423,120.0227376,214,1,Non-Joining
P1951,2025.7.1 1:23,Lithography,WAF13487,69.64490219,61.98166668,361.4101913,590.4195814,1711.51374,0.569143474,3.164752467,0.017694147,84.68716096,598,0,Joining
P1978,2025.7.1 7:28,Deposition,WAF83836,76.03354458,33.81732811,300.734612,537.9444642,1373.843976,0.528192737,2.87495564,0.004488021,115.539782,912,0,Joining
P1012,2025.7.1 4:16,Etching,WAF20352,76.39883854,43.1446337,290.8597049,571.3562214,1387.849321,0.531133396,1.837816969,0.009413582,108.9950394,495,0,Joining
P1950,2025.7.1 1:14,Etching,WAF55037,72.30343538,55.38866824,285.6781957,546.638713,1490.320288,0.583826967,3.829490408,0.010399839,121.748645,669,0,Joining
P1357,2025.7.1 6:55,Lithography,WAF31031,80.76116693,39.87184362,271.1368125,543.1395388,1029.563019,0.518065989,1.384659652,0.012440732,117.2492142,350,0,Joining
P1394,2025.7.1 2:15,Deposition,WAF68139,66.40545022,55.71798123,323.3263439,500.9826512,1283.513361,0.563838259,0.965381403,0.008146516,119.5187697,591,0,Joining
P1308,2025.7.1 1:19,Etching,WAF90876,69.54803901,61.35867516,340.7919516,350.1522867,1748.373175,0.529885414,1.670969036,0.021587737,111.2926721,596,0,Joining
P1188,2025.7.1 7:43,Etching,WAF68144,69.7522677,63.93696751,315.9830965,563.2756327,1760.310037,0.488482183,3.034586708,0.007894006,98.91790005,413,0,Joining
P1706,2025.7.1 1:58,Lithography,WAF27601,67.12560006,60.64083273,269.7758146,459.4496309,1417.985711,0.500471004,1.995796257,0.017367468,109.6903989,911,0,Joining
P1605,2025.7.1 4:17,Lithography,WAF82002,70.70229589,34.66135258,326.1587726,658.7978772,1712.919123,0.479035487,2.266065637,0.015963767,99.96200023,461,0,Joining
P1741,2025.7.1 5:07,Deposition,WAF78348,67.84406617,57.94851835,271.548585,383.4191773,1616.854656,0.510588015,1.156569227,0.008544028,86.54772848,935,0,Joining
P1442,2025.7.1 6:52,Lithography,WAF87988,80.40177901,61.01674679,245.0037582,538.6655361,1401.665052,0.411588004,2.477557486,0.011589631,141.8529957,176,0,Joining
P1312,2025.7.1 3:17,Etching,WAF55483,76.35231754,46.88696892,239.8958287,322.9222124,1384.663736,0.546018786,1.462941823,0.012758663,120.7390567,645,0,Joining
P1671,2025.7.1 3:16,Deposition,WAF11135,74.80241729,48.55999089,327.8210659,325.0830259,1498.045963,0.487985358,0.96302263,0.001371889,136.5009567,507,0,Joining
P1164,2025.7.1 3:59,Lithography,WAF63730,72.05647583,43.01965591,368.2571483,363.8163999,1654.853039,0.541299744,1.511013928,0.018004111,133.1776756,106,1,Non-Joining
P1303,2025.7.1 3:38,Etching,WAF22996,68.67831349,54.51703953,189.539019,356.0558244,960.0666267,0.589011375,1.748976969,0.013114746,147.9633412,193,0,Joining
P1761,2025.7.1 8:13,Lithography,WAF61761,78.941824,45.92579074,343.6581854,378.7385641,1247.864775,0.462135469,2.852653893,0.010260411,119.5072678,840,0,Joining
P1051,2025.7.1 6:52,Deposition,WAF90908,84.09818286,36.35471017,242.8930498,440.6417279,1283.496276,0.458478837,0.233913155,0.008743637,136.0803264,293,0,Joining
P1924,2025.7.1 2:52,Deposition,WAF45765,79.35852566,33.46185623,292.0405454,355.3710319,1390.442306,0.513823378,1.291316385,0.005556589,161.685898,377,0,Joining
P1363,2025.7.1 2:27,Etching,WAF11694,80.12175895,49.15772238,336.5111229,413.7318614,1297.887312,0.555897963,1.502885091,0.018578519,114.920155,838,0,Joining
P1989,2025.7.1 2:03,Lithography,WAF43427,77.61580017,70.26195977,311.2728189,601.466769,1562.478677,0.570249769,3.526139885,0.00811404,105.6217234,915,0,Joining
P1305,2025.7.1 7:09,Deposition,WAF42740,76.95540755,50.48950923,308.5220244,548.84089,1392.527786,0.531990287,1.687174262,0.011097539,134.3973193,469,0,Joining
P1566,2025.7.1 4:35,Deposition,WAF58047,73.83522493,46.3998514,306.1229888,615.8113659,1533.715497,0.453871482,1.625697617,0.012203411,119.590222,429,0,Joining
P1448,2025.7.1 2:14,Lithography,WAF45242,84.26917079,49.31982512,296.8788353,449.0525249,1651.061869,0.485551125,0.192886869,0.02010304,100.3992274,507,0,Joining
P1520,2025.7.1 2:02,Lithography,WAF63096,77.46543201,35.44034958,359.4423359,521.1893221,1676.031946,0.452537723,1.628574035,0.011687899,113.8357139,157,0,Joining
P1130,2025.7.1 0:00,Deposition,WAF62092,78.87386695,45.79913995,305.3593522,439.4160714,1696.002323,0.520670121,2.24975302,0.016153975,100.9240145,264,0,Joining
P1250,2025.7.1 2:17,Deposition,WAF15392,71.22483002,60.08045293,198.9574005,373.4611879,1581.829073,0.469901691,2.139043464,0.012678153,119.1256694,329,0,Joining
P1573,2025.7.1 4:29,Deposition,WAF46282,64.99137259,40.95868626,296.9138927,495.3421454,1374.343169,0.437966823,2.115693167,0.014711729,98.49998653,962,1,Non-Joining
P1799,2025.7.1 6:43,Lithography,WAF16503,78.34793845,53.09405325,347.5100353,597.9204896,1329.983892,0.45640707,0.840975732,0.004055686,136.9268193,658,0,Joining
P1049,2025.7.1 5:43,Lithography,WAF21333,74.5558393,48.18701214,227.877779,544.815936,1350.511466,0.50169538,1.276643042,0.001659636,134.2769732,910,0,Joining
P1447,2025.7.1 3:55,Lithography,WAF10360,72.52258159,56.67495499,385.3262236,505.1906307,1693.663473,0.519983888,1.739748696,0.013016196,93.89333231,845,0,Joining
P1924,2025.7.1 7:53,Etching,WAF94614,68.25834247,59.30861397,320.5660508,458.6981521,1479.361107,0.458070306,3.543535568,0.007740408,137.9913479,267,0,Joining
P1890,2025.7.1 0:40,Etching,WAF57951,85.3629927,57.92739689,247.7082199,559.1078477,1648.287086,0.519428076,3.796889731,0.013828992,123.801405,160,0,Joining
P1821,2025.7.1 6:13,Deposition,WAF60226,86.72652282,51.86699724,243.9497421,461.1446256,1337.98199,0.496546294,1.996994402,0.006441997,124.022848,152,0,Joining
P1588,2025.7.1 1:53,Etching,WAF92755,81.91528699,41.82774836,258.7350851,408.1584891,1343.322715,0.496493137,1.268474843,0.00561506,131.834428,638,0,Joining
P1041,2025.7.1 1:36,Deposition,WAF67255,74.05250212,54.86589981,405.7188134,312.1268679,1457.836169,0.539724153,2.3057303,0.014598935,118.2839509,319,0,Joining
P1967,2025.7.1 1:13,Deposition,WAF77690,74.27706616,54.6039744,327.4699417,575.9578251,1390.375773,0.51219179,2.468812231,0.016355868,117.6229785,843,0,Joining
P1295,2025.7.1 6:36,Lithography,WAF19895,70.673947,55.81068183,264.3884463,385.2878346,1874.687367,0.572978069,1.724546305,0.004724838,114.5420428,729,0,Joining
P1987,2025.7.1 6:10,Etching,WAF84583,86.03402466,58.1933803,386.8851912,442.0189584,1468.001905,0.420989911,1.645846235,0.018756358,128.9875953,342,1,Non-Joining
P1791,2025.7.1 2:00,Lithography,WAF10079,73.45335754,29.10766526,320.5554528,349.9262118,1688.721319,0.550983058,3.692462481,0.007148752,114.0717123,564,0,Joining
P1110,2025.7.1 0:57,Etching,WAF16123,77.4354328,52.62058183,376.5307536,602.0049299,1693.254006,0.552034075,2.146792765,0.010658433,119.1909982,901,0,Joining
P1822,2025.7.1 1:27,Deposition,WAF35966,75.13505277,53.20663048,303.7645369,674.2614176,1034.692047,0.488403344,1.955836604,0.014513322,108.7491129,147,1,Non-Joining
P1212,2025.7.1 4:45,Etching,WAF15272,74.43428732,55.40136322,274.1549966,371.9860217,1224.164885,0.456045734,1.629412162,0.00849042,115.5718686,870,0,Joining
P1357,2025.7.1 4:08,Lithography,WAF30809,73.31839814,45.78240385,350.219678,426.4753731,1581.539302,0.536807301,0.170069575,0.007584699,93.97484154,222,0,Joining
P1004,2025.7.1 6:05,Deposition,WAF42696,75.82319266,54.04007787,339.7870504,492.7358844,1634.712827,0.447085805,1.40750599,0.012705619,122.3938433,538,0,Joining
P1962,2025.7.1 6:47,Deposition,WAF47976,79.97446667,40.09796026,357.9672456,516.5367648,1260.990907,0.437306084,3.369370426,0.019634591,91.76606611,184,0,Joining
P1986,2025.7.1 2:21,Lithography,WAF55113,75.42444121,50.30244828,376.3499404,459.1577389,1423.22515,0.446602354,2.4815071,0.011989703,131.5852332,350,0,Joining
P1427,2025.7.1 2:36,Deposition,WAF55805,81.77446466,41.81257674,315.8539205,680.2945663,1468.560585,0.497153175,1.120026777,0.01334508,112.2768683,955,0,Joining
P1822,2025.7.1 1:05,Lithography,WAF52553,76.357911,41.82506059,282.4098762,570.9404817,1533.358726,0.502260146,0.363482263,0.009087383,133.5750902,789,0,Joining
P1830,2025.7.1 7:12,Etching,WAF21282,74.57378535,40.55176106,251.611883,513.0068274,1590.048348,0.505081824,2.400576598,0.007460993,84.85729138,453,1,Non-Joining
P1042,2025.7.1 5:38,Deposition,WAF10014,72.61200024,57.24800678,282.5041253,531.0828265,1502.808691,0.548312699,2.656918913,0.011350667,124.5445769,121,0,Joining
P1654,2025.7.1 5:37,Lithography,WAF50149,71.07042219,60.17241351,257.070199,664.2290933,1532.304919,0.459397287,1.546699449,0.013772612,145.5149456,508,0,Joining
P1095,2025.7.1 0:31,Deposition,WAF96861,80.97074074,38.17542053,324.0152311,526.0543566,1556.649807,0.621678464,2.382138517,0.007474875,131.8344598,901,0,Joining
P1951,2025.7.1 2:15,Etching,WAF30742,77.43447406,46.00061273,261.4607477,465.0661213,1369.255978,0.459743186,2.472742162,0.008127064,110.1478952,809,0,Joining
P1327,2025.7.1 1:49,Deposition,WAF86670,74.63263473,44.77127187,286.0491769,414.1895308,1940.141767,0.483482197,0.847245772,0.021381819,145.2221998,134,0,Joining
P1302,2025.7.1 5:09,Deposition,WAF80085,72.15415111,67.4610532,263.1679848,490.2103732,1307.074873,0.403878178,1.410319381,0.00340473,98.0953639,577,0,Joining
